Region,District,Sub-county,0-4,0-8,0-17,6-12,13-18,18-30,14-64,60+,15-24,15-29,Females 15 - 49,65+
Central,Mubende,Bukuya,"5,699","9,890","17,410","6,735","4,735","6,715","15,629","1,304","6,229","8,298","6,732",880
Central,Mubende,Kalwana,"6,097","10,691","18,989","7,510","5,054","7,135","16,516","1,219","6,639","8,807","7,008",808
Central,Mubende,Kassanda,"8,067","13,931","24,782","9,567","6,739","9,215","21,912","1,948","8,771","11,590","9,332","1,332"
Central,Mubende,Kiganda,"7,000","12,081","21,530","8,271","5,867","7,956","19,321","1,585","7,733","10,108","8,179","1,085"
Central,Mubende,Kitumbi,"9,800","16,799","28,379","11,007","7,012","11,286","25,778","1,706","9,673","13,344","10,879","1,081"
Central,Mubende,Makokoto,"1,498","2,587","4,661","1,886","1,181","1,491","3,838",363,"1,428","1,890","1,607",244
Central,Mubende,Manyogaseka,"1,974","3,430","5,950","2,302","1,524","2,319","5,675",489,"2,016","2,775","2,191",312
Central,Mubende,Myanzi,"3,837","6,732","11,983","4,732","3,202","4,400","10,769","1,088","4,052","5,431","4,545",750
Central,Mubende,Nalutuntu,"4,257","7,617","14,052","5,605","3,932","4,982","12,603","1,221","4,824","6,323","5,224",815
Central,Mubende,Eastern Division,"4,252","6,998","12,400","4,412","3,661","7,219","14,313",656,"6,136","8,447","6,657",446
Central,Mubende,Western Division,"4,328","7,402","13,409","5,067","3,981","6,591","14,577",873,"6,025","8,030","6,219",566
Central,Mubende,Southern Division,"5,868","9,676","16,410","5,846","4,484","8,956","16,932",724,"7,431","10,383","8,056",475
Central,Mubende,District,"127,910","216,857","372,667","141,711","96,127","149,847","342,648","24,310","133,078","181,143","147,705","15,787"
Central,Mukono,Central Division,"11,014","18,333","31,252","10,978","9,026","20,553","39,056","1,445","16,280","23,463","20,836",967
Central,Mukono,Goma Division,"14,631","24,660","43,024","15,356","12,756","26,612","53,383","2,115","21,284","30,624","26,799","1,442"
Central,Mukono,Koome Island,"3,288","4,767","6,857","2,057","1,425","5,939","11,805",287,"3,648","5,952","4,900",170
Central,Mukono,Kyampisi,"7,514","13,233","23,622","9,300","6,409","9,969","22,963","1,909","8,915","12,082","10,240","1,315"
Central,Mukono,Mpatta,"2,791","5,041","8,868","3,522","2,363","3,737","8,864",700,"3,218","4,480","3,580",447
Central,Mukono,Mpunge,"2,463","4,273","7,400","2,938","1,809","3,112","7,294",454,"2,587","3,610","3,135",302
Central,Mukono,Nakisunga,"7,420","13,532","25,198","9,996","7,364","10,273","25,438","2,618","9,332","12,711","11,034","1,838"
Central,Mukono,Nama,"8,633","15,055","26,914","10,182","7,768","14,137","30,131","2,260","11,876","16,571","14,049","1,567"
Central,Mukono,Ntenjeru,"7,039","12,531","22,431","8,856","5,997","8,925","21,181","1,652","8,037","10,942","9,371","1,092"
Central,Mukono,Kasawo,"5,958","10,726","19,553","7,805","5,533","6,953","17,733","2,411","6,723","8,936","7,837","1,844"
Central,Mukono,Kimenyedde,"6,035","11,059","20,014","8,169","5,467","7,035","17,710","1,689","6,824","8,962","8,096","1,183"
Central,Mukono,Nabbaale,"6,019","10,852","19,921","7,964","5,528","7,191","18,180","1,873","6,919","9,083","8,191","1,293"
Central,Mukono,Nagojje,"5,543","9,855","17,871","6,999","5,043","7,408","17,969","1,726","6,722","9,121","7,471","1,133"
Central,Mukono,Ntunda,"2,589","4,620","8,584","3,388","2,466","2,842","7,505",865,"2,886","3,739","3,023",603
Central,Mukono,Seeta Namuganga,"6,007","10,965","20,875","8,491","6,059","6,654","18,181","2,128","6,815","8,726","7,381","1,441"
Central,Mukono,District,"96,944","169,502","302,384","116,001","85,013","141,340","317,393","24,132","122,066","169,002","145,943","16,637"
Central,Nakaseke,Butalangu Town Council,611,"1,039","1,827",721,463,754,"1,714",143,648,888,689,97
Central,Nakaseke,Kapeeka,"4,111","7,119","12,732","4,935","3,524","5,282","12,708","1,005","4,731","6,421","5,282",671
Central,Nakaseke,Kasangombe,"3,627","6,475","12,112","4,769","3,505","4,062","10,841","1,081","4,117","5,311","4,402",739
Central,Nakaseke,Kikamulo,"3,274","5,831","10,648","4,276","2,854","3,350","8,957",926,"3,337","4,360","3,571",621
Central,Nakaseke,Kinoni,985,"1,630","2,924","1,083",858,"1,372","3,181",255,"1,198","1,638","1,249",182
Central,Nakaseke,Kinyogoga,"1,476","2,462","4,349","1,665","1,155","2,063","4,964",427,"1,662","2,419","1,856",333
Central,Nakaseke,Kito,"1,724","2,993","5,287","2,064","1,370","1,958","4,754",476,"1,721","2,329","1,875",319
Central,Nakaseke,Kiwoko Town Council,"1,902","3,218","5,911","2,225","1,719","2,464","5,609",386,"2,277","3,064","2,575",273
Central,Nakaseke,Nakaseke,"3,129","5,532","9,947","3,856","2,721","3,284","8,632","1,009","3,174","4,192","3,554",744
Central,Nakaseke,Nakaseke Town Council,"1,089","1,887","3,475","1,298","1,050","1,668","3,704",216,"1,456","2,036","1,677",138
Central,Nakaseke,Ngoma,"1,146","1,924","3,418","1,291",955,"1,541","3,684",326,"1,285","1,811","1,384",232
Central,Nakaseke,Ngoma Town Council,962,"1,546","2,686",983,755,"1,738","3,464",175,"1,384","1,950","1,603",114
Central,Nakaseke,Semuto,"3,926","6,947","12,743","5,071","3,540","4,605","11,741","1,216","4,400","5,801","4,620",847
Central,Nakaseke,Semuto Town Council,"1,850","3,145","5,545","2,087","1,538","2,830","5,737",338,"2,389","3,274","2,607",232
Central,Nakaseke,Wakyato,"1,874","3,316","6,015","2,378","1,698","2,264","5,790",575,"2,127","2,818","2,260",415
Central,Nakaseke,District,"31,686","55,064","99,619","38,702","27,705","39,235","95,480","8,554","35,906","48,312","39,204","5,957"
Central,Nakasongola,Kakooge,"3,443","6,064","11,115","4,327","3,153","4,189","10,183",819,"3,989","5,296","4,001",561
Central,Nakasongola,Kakooge Town Council,"1,406","2,522","4,661","1,815","1,420","2,092","4,664",347,"1,956","2,573","2,006",221
Central,Nakasongola,Kalongo,"3,732","6,553","11,681","4,641","3,087","3,827","9,209",631,"3,838","4,964","3,873",439
Central,Nakasongola,Kalungi,"4,518","7,964","14,164","5,701","3,680","4,600","11,096",876,"4,533","5,927","4,740",610
Central,Nakasongola,Lwabiyata,"2,918","5,116","8,961","3,506","2,355","3,285","7,725",495,"3,133","4,137","3,354",352
Central,Nakasongola,Lwampanga,"5,228","8,965","15,570","6,095","4,046","6,640","15,426",900,"5,685","7,879","6,331",607
Central,Nakasongola,Migeera Town Council,934,"1,527","2,643",946,761,"1,532","3,112",128,"1,219","1,752","1,476",85
Central,Nakasongola,Nabisweera,"2,946","5,062","8,900","3,432","2,381","3,447","8,433",678,"3,211","4,284","3,222",463
Central,Nakasongola,Nakasongola Town Council,"1,303","2,309","4,369","1,674","1,448","2,343","4,971",286,"2,106","2,869","2,359",212
Central,Nakasongola,Nakitoma,"2,381","4,169","7,462","2,911","2,029","2,848","6,743",542,"2,701","3,602","2,862",373
Central,Nakasongola,Wabinyonyi,"3,201","5,633","10,399","4,081","2,956","3,676","9,112",727,"3,671","4,771","3,693",513
Central,Nakasongola,District,"32,010","55,884","99,925","39,129","27,316","38,479","90,674","6,429","36,042","48,054","37,917","4,436"
Central,Rakai,Kakuuto,"6,654","11,934","21,257","8,670","5,450","7,318","19,118","1,882","6,648","9,046","8,376","1,281"
Central,Rakai,Kasasa,"2,814","5,067","9,344","3,826","2,509","3,056","8,306",910,"2,901","3,913","3,608",664
Central,Rakai,Kibanda,"4,728","8,187","14,051","5,654","3,236","4,606","11,736","1,108","4,018","5,516","5,003",758
Central,Rakai,Kifamba,"2,566","4,622","8,305","3,396","2,146","2,495","6,839",731,"2,427","3,224","2,945",525
Central,Rakai,Kyebe,"3,404","5,946","10,471","4,211","2,585","4,257","10,745",893,"3,347","4,906","4,661",653
Central,Rakai,Byakabanda,"3,554","6,142","10,941","4,336","2,839","3,593","9,106",786,"3,442","4,555","3,879",539
Central,Rakai,Ddwaniro,"6,112","10,926","19,240","7,836","4,683","5,561","15,304","1,550","5,266","7,093","6,732","1,040"
Central,Rakai,Kacheera,"4,895","8,295","13,848","5,180","3,370","4,569","11,621",921,"4,269","5,713","5,111",578
Central,Rakai,Kagamba,"6,450","11,387","19,986","8,029","4,862","5,819","15,821","1,485","5,637","7,410","7,024","1,002"
Central,Rakai,Kiziba,"4,164","7,085","11,954","4,729","2,702","3,938","9,731",798,"3,414","4,718","4,252",509
Central,Rakai,Kyalulangira,"5,522","9,530","16,084","6,438","3,630","5,348","13,265","1,008","4,574","6,397","5,899",661
Central,Rakai,Lwamaggwa,"8,439","14,689","25,683","10,308","6,303","7,980","21,000","1,884","7,494","9,989","9,102","1,239"
Central,Rakai,Lwanda,"4,951","8,855","16,026","6,608","4,118","5,109","13,759","1,486","4,829","6,469","5,886","1,022"
Central,Rakai,Rakai Town Council,"1,266","2,185","3,810","1,500",956,"1,404","3,472",281,"1,207","1,677","1,597",190
Central,Rakai,Kabira,"5,234","9,440","17,305","7,055","4,651","5,406","14,682","1,744","5,390","7,017","5,983","1,262"
Central,Rakai,Kalisizo,"2,900","5,387","10,062","4,188","2,756","2,981","8,681","1,265","3,013","3,977","3,601",904
Central,Rakai,Kalisizo Town Council,"2,241","3,893","6,650","2,527","1,757","3,261","7,231",484,"2,602","3,802","3,682",344
Central,Rakai,Kasaali,"4,293","7,722","14,373","5,718","4,080","5,231","13,259","1,421","4,997","6,652","5,706","1,005"
Central,Rakai,Kirumba,"4,004","7,359","13,998","5,826","3,862","4,194","11,955","1,639","4,164","5,501","5,025","1,196"
Central,Rakai,Kyotera Town Council,"2,299","3,606","5,956","1,991","1,640","3,915","7,315",178,"2,990","4,363","3,978",126
Central,Rakai,Lwankoni,"2,373","4,438","8,317","3,420","2,349","2,479","7,264",972,"2,558","3,330","2,976",692
Central,Rakai,Nabigasa,"3,432","6,317","11,929","5,030","3,207","3,445","9,972","1,144","3,478","4,550","4,206",766
Central,Rakai,District,"92,295","163,012","289,590","116,476","73,691","95,965","250,182","24,570","88,665","119,818","109,232","16,956"
Central,Sembabule,Lwemiyaga,"6,778","11,775","20,336","7,958","5,216","7,798","18,460","1,376","6,921","9,465","7,950",908
Central,Sembabule,Ntuusi,"4,268","7,327","12,671","4,938","3,253","5,124","12,779",996,"4,514","6,167","5,075",653
Central,Sembabule,Lugusulu,"5,345","9,248","16,473","6,424","4,389","6,353","16,268","1,436","5,649","7,765","6,407",996
Central,Sembabule,Lwebitakuli,"11,485","20,449","36,065","14,649","8,924","11,152","29,494","2,765","10,593","14,162","12,851","1,777"
Central,Sembabule,Mateete,"9,411","16,920","30,596","12,583","7,679","8,720","24,512","2,655","8,613","11,440","10,422","1,830"
Central,Sembabule,Mateete Town Council,"1,919","3,233","5,377","2,014","1,346","2,400","5,258",308,"1,991","2,829","2,525",209
Central,Sembabule,Mijwala,"5,487","9,563","17,051","6,772","4,369","5,595","14,663","1,320","5,227","7,041","6,182",874
Central,Sembabule,Sembabule Town Council,"1,135","1,918","3,309","1,234",891,"1,596","3,582",201,"1,348","1,902","1,655",143
Central,Sembabule,District,"45,828","80,433","141,878","56,572","36,067","48,738","125,016","11,057","44,856","60,771","53,067","7,390"
Central,Wakiso,Bussi,"2,898","4,638","7,256","2,621","1,658","4,155","9,047",442,"2,894","4,420","3,683",279
Central,Wakiso,Kakiri,"6,535","11,470","20,615","8,062","5,645","8,185","20,237","1,674","7,337","10,045","8,412","1,134"
Central,Wakiso,Kakiri Town Council,"3,077","5,186","9,080","3,322","2,621","4,805","9,970",560,"4,086","5,693","4,646",382
Central,Wakiso,Kasanje,"4,905","8,690","15,288","5,922","4,106","6,139","14,927","1,379","5,311","7,373","6,205",941
Central,Wakiso,Katabi,"17,138","28,002","46,723","16,206","12,982","32,990","62,822","2,275","24,989","36,720","31,655","1,491"
Central,Wakiso,Masuliita,"1,717","3,145","5,908","2,397","1,683","2,069","5,469",595,"2,085","2,682","2,122",419
Central,Wakiso,Masulita Town Council,"2,319","4,257","7,896","3,140","2,283","2,856","7,349",826,"2,808","3,704","2,964",581
Central,Wakiso,Mende,"4,338","7,704","13,971","5,572","3,862","5,720","13,729","1,107","5,129","6,960","5,792",741
Central,Wakiso,Namayumba,"2,849","5,163","9,349","3,756","2,558","3,457","8,842",930,"3,250","4,306","3,434",650
Central,Wakiso,Namayumba Town Council,"2,529","4,415","8,004","3,141","2,252","3,337","7,906",660,"3,065","4,052","3,334",475
Central,Wakiso,Nsangi,"34,504","56,812","94,159","33,047","25,481","57,469","112,399","4,032","44,571","64,805","56,293","2,684"
Central,Wakiso,Ssisa,"15,352","25,337","42,846","15,107","12,023","27,032","53,829","2,533","21,301","30,656","25,831","1,767"
Central,Wakiso,Wakiso,"33,079","53,710","87,452","30,219","22,777","50,528","98,680","3,047","39,012","57,064","50,015","1,993"
Central,Wakiso,Nangabo,"24,034","39,973","67,730","24,064","19,036","40,456","81,570","3,889","13,856","19,842","17,115",830
Central,Wakiso,Wakiso Town Council,"10,416","17,293","29,453","10,448","8,323","17,215","34,281","1,214","32,116","46,293","40,367","2,634"
Central,Wakiso,Division A,"5,604","9,458","17,192","6,072","5,443","11,660","23,892",920,"9,396","13,585","11,742",586
Central,Wakiso,Division B,"4,613","7,659","13,431","4,787","4,084","9,494","18,730",647,"7,202","10,722","9,145",391
Central,Wakiso,Bweyogerere Division,"16,506","26,837","46,254","15,838","13,998","36,754","67,719","1,666","27,177","40,670","34,454","1,044"
Central,Wakiso,Kira Division,"9,503","15,582","26,054","9,004","7,416","19,720","37,606","1,281","14,483","21,771","18,540",837
Central,Wakiso,Namugongo Division,"21,899","35,520","61,068","20,504","18,903","53,769","98,307","2,444","39,008","59,103","50,356","1,551"
Central,Wakiso,Bunamwaya Division,"11,628","18,963","32,265","10,988","9,672","24,158","45,220","1,336","18,218","26,959","23,085",840
Central,Wakiso,Masajja Division,"21,002","33,865","55,057","18,700","14,690","37,874","69,832","1,831","27,794","41,833","35,541","1,177"
Central,Wakiso,Ndejje Division,"15,286","25,160","42,790","14,839","12,446","28,604","55,315","1,557","22,223","32,421","28,407",989
Central,Wakiso,Busukuma Division,"6,297","10,894","19,557","7,426","5,575","8,978","20,405","1,680","8,060","10,907","8,606","1,175"
Central,Wakiso,Gombe Division,"13,031","22,456","39,299","14,721","10,898","18,982","41,782","2,689","16,093","22,475","18,970","1,797"
Central,Wakiso,Nabweru Division,"18,288","30,143","50,142","17,645","13,637","31,794","60,571","1,737","24,251","35,533","30,985","1,179"
Central,Wakiso,Nansana Division,"24,566","40,133","67,438","23,217","19,269","46,948","87,005","2,126","35,858","52,457","45,730","1,403"
Central,Wakiso,District,"333,929","552,487","936,313","330,777","263,329","595,171","1,167,481","45,077","461,592","673,079","577,452","29,970"
Eastern,Amuria,Abarilela,"4,836","8,349","14,673","5,629","3,834","4,536","11,460","1,098","4,751","6,069","5,141",766
Eastern,Amuria,Acowa,"3,003","5,081","8,660","3,188","2,239","2,638","6,692",591,"2,773","3,547","2,950",385
Eastern,Amuria,Akeriau,"1,170","2,025","3,641","1,414","1,076","1,923","3,814",220,"1,704","2,276","1,746",152
Eastern,Amuria,Akoromit,"2,800","4,937","8,851","3,555","2,369","2,808","6,936",621,"2,966","3,704","3,096",448
Eastern,Amuria,Amuria Town Council,"3,831","6,964","12,525","5,043","3,364","4,261","10,413",921,"4,359","5,497","4,538",665
Eastern,Amuria,Apeduru,"3,324","5,975","10,877","4,369","3,015","3,372","8,664",726,"3,601","4,520","3,809",501
Eastern,Amuria,Asamuk,"3,518","6,094","10,488","4,013","2,730","3,165","8,067",717,"3,305","4,220","3,531",502
Eastern,Amuria,Kapelebyong,"2,533","4,474","8,113","3,204","2,259","2,578","6,579",557,"2,729","3,431","2,908",396
Eastern,Amuria,Kuju,"2,685","4,825","8,768","3,493","2,481","2,918","7,219",617,"3,136","3,907","3,180",434
Eastern,Amuria,Morungatuny,"4,443","7,804","14,051","5,485","3,881","4,763","11,740","1,195","4,826","6,191","5,189",840
Eastern,Amuria,Obalanga,"2,754","4,732","8,209","3,159","2,109","2,536","6,289",535,"2,680","3,353","2,817",370
Eastern,Amuria,Ogolai,"3,692","6,401","10,970","4,284","2,792","3,509","8,712",876,"3,588","4,547","3,768",613
Eastern,Amuria,Okungur,"3,486","6,032","10,835","4,235","2,941","3,374","8,650",785,"3,560","4,457","3,726",532
Eastern,Amuria,Orungo,"3,852","6,686","11,538","4,541","2,936","3,658","8,934",795,"3,682","4,709","3,861",549
Eastern,Amuria,Wera,"3,648","6,138","10,775","4,108","2,886","3,463","8,521",750,"3,566","4,528","3,772",514
Eastern,Amuria,Willa,"2,856","4,933","8,470","3,301","2,118","2,591","6,431",529,"2,645","3,362","2,817",355
Eastern,Amuria,District,"52,431","91,450","161,444","63,021","43,030","52,093","129,121","11,533","53,871","68,318","56,849","8,022"
Eastern,Budaka,Budaka,"2,288","3,889","6,708","2,544","1,677","1,972","5,109",542,"2,111","2,664","2,285",384
Eastern,Budaka,Budaka Town Council,"4,226","7,406","13,409","5,144","3,816","4,738","11,764","1,190","4,827","6,216","5,362",872
Eastern,Budaka,Kachomo,"2,950","5,013","8,691","3,257","2,256","2,702","6,811",647,"2,820","3,587","3,102",482
Eastern,Budaka,Kaderuna,"3,481","6,031","10,386","3,964","2,617","2,999","7,850",796,"3,125","3,976","3,519",579
Eastern,Budaka,Kakule,"2,489","4,301","7,552","2,969","1,952","2,247","5,758",586,"2,330","2,985","2,566",410
Eastern,Budaka,Lyama,"4,037","6,826","11,460","4,365","2,792","3,712","8,869",895,"3,640","4,689","3,938",660
Eastern,Budaka,Naboa,"2,616","4,488","8,039","3,121","2,233","2,638","6,698",725,"2,738","3,469","2,911",525
Eastern,Budaka,Nansanga,"1,972","3,439","5,906","2,329","1,463","1,683","4,428",440,"1,757","2,230","2,001",293
Eastern,Budaka,Iki-Iki,"3,573","6,164","11,091","4,225","3,083","3,319","8,962",900,"3,579","4,520","4,008",638
Eastern,Budaka,Kameruka,"3,009","5,158","8,955","3,432","2,369","2,802","7,069",658,"2,918","3,675","3,039",474
Eastern,Budaka,Kamonkoli,"4,637","8,029","14,296","5,515","3,964","4,640","11,874","1,223","4,802","6,142","5,250",869
Eastern,Budaka,Katiira,"3,198","5,501","9,773","3,715","2,664","2,985","7,641",787,"3,187","4,011","3,365",570
Eastern,Budaka,Mugiti,"2,125","3,795","6,770","2,672","1,825","2,250","5,580",523,"2,218","2,909","2,405",374
Eastern,Budaka,District,"40,601","70,040","123,036","47,252","32,711","38,687","98,413","9,912","40,052","51,073","43,751","7,130"
Eastern,Bududa,Bubiita,"1,253","2,177","3,866","1,497","1,086","1,618","3,621",323,"1,547","2,027","1,555",211
Eastern,Bududa,Bududa,927,"1,722","3,560","1,388","1,252","1,496","3,685",302,"1,560","1,989","1,538",216
Eastern,Bududa,Bududa Town Council,"1,836","3,304","6,080","2,409","1,757","2,068","5,420",624,"2,156","2,731","2,234",472
Eastern,Bududa,Bukalasi,"2,422","4,241","7,506","2,949","1,955","2,403","6,245",673,"2,475","3,198","2,533",485
Eastern,Bududa,Bukibokolo,"1,777","3,275","5,933","2,401","1,640","1,991","4,905",473,"2,075","2,683","2,023",339
Eastern,Bududa,Bukigai,"2,499","4,932","10,035","4,188","3,295","3,710","9,371",865,"4,013","4,993","3,929",602
Eastern,Bududa,Bulucheke,"2,430","4,607","9,052","3,695","2,814","2,921","7,440",702,"3,239","4,022","2,934",505
Eastern,Bududa,Bumasheti,"2,709","5,062","9,667","4,053","2,823","3,112","7,696",626,"3,349","4,164","3,140",460
Eastern,Bududa,Bumayoka,"3,451","6,296","11,916","4,913","3,451","3,870","9,149",786,"4,234","5,188","3,835",543
Eastern,Bududa,Bushika,"5,161","9,846","18,312","7,654","5,182","6,265","15,228","1,140","6,504","8,291","6,503",820
Eastern,Bududa,Bushiribo,"1,842","3,414","6,554","2,750","1,869","1,869","5,224",631,"2,096","2,620","2,115",453
Eastern,Bududa,Bushiyi,"2,846","5,179","9,199","3,686","2,547","3,345","7,557",618,"3,365","4,270","3,243",426
Eastern,Bududa,Buwali,"1,065","1,915","3,575","1,466",999,"1,235","3,189",385,"1,248","1,635","1,267",289
Eastern,Bududa,Nabweya,"1,623","2,942","5,687","2,302","1,768","2,122","5,317",610,"2,231","2,829","2,193",453
Eastern,Bududa,Nakatsi,"1,806","3,275","6,292","2,535","1,868","2,345","5,495",481,"2,408","3,052","2,337",350
Eastern,Bududa,Nalwanza,"1,659","2,921","5,342","2,094","1,492","1,671","4,239",424,"1,788","2,253","1,674",307
Eastern,Bududa,District,"35,306","65,108","122,576","49,980","35,798","42,041","103,781","9,663","44,288","55,945","43,053","6,931"
Eastern,Bugiri,Budhaya,"5,763","10,143","17,684","7,072","4,458","5,160","13,015",994,"5,230","6,737","5,913",690
Eastern,Bugiri,Bugiri Town Council,"4,864","8,252","15,019","5,535","4,582","7,448","15,793",557,"6,693","9,029","7,805",369
Eastern,Bugiri,Bulesa,"7,894","13,654","23,522","9,238","5,859","7,621","18,917","1,699","7,456","9,671","8,418","1,163"
Eastern,Bugiri,Bulidha,"4,877","8,661","14,858","6,015","3,586","4,502","11,237",906,"4,352","5,690","4,995",597
Eastern,Bugiri,Buluguyi,"6,423","11,343","19,119","7,608","4,571","5,864","14,518","1,169","5,768","7,496","6,438",764
Eastern,Bugiri,Buwunga,"9,417","16,164","28,049","10,744","7,172","8,592","21,841","2,048","8,605","11,148","9,726","1,376"
Eastern,Bugiri,Iwemba,"4,040","7,108","11,920","4,645","2,874","3,585","8,748",771,"3,583","4,685","3,864",537
Eastern,Bugiri,Kapyanga,"11,209","19,631","34,992","13,807","9,206","10,974","28,073","2,495","11,187","14,339","12,549","1,672"
Eastern,Bugiri,Muterere,"5,641","9,834","17,053","6,714","4,301","5,051","12,935","1,087","5,174","6,625","5,782",764
Eastern,Bugiri,Nabukalu,"7,546","13,066","22,308","8,754","5,493","6,930","17,000","1,428","6,938","8,874","7,572",976
Eastern,Bugiri,Nankoma,"8,172","14,278","25,048","9,935","6,358","7,703","19,279","1,566","7,803","9,978","8,697","1,044"
Eastern,Bugiri,District,"75,846","132,134","229,572","90,067","58,460","73,430","181,356","14,720","72,789","94,272","81,759","9,952"
Eastern,Bukedea,Bukedea,"5,933","10,355","17,918","7,212","4,417","5,672","14,287","1,593","5,577","7,217","6,283","1,155"
Eastern,Bukedea,Bukedea Town Council,"1,719","3,009","5,498","2,165","1,614","2,506","5,587",461,"2,344","3,101","2,493",340
Eastern,Bukedea,Kachumbala,"10,125","18,003","32,084","12,942","8,371","10,513","26,712","2,854","10,469","13,510","11,577","2,020"
Eastern,Bukedea,Kidongole,"5,600","9,698","16,915","6,712","4,201","5,150","12,991","1,453","5,252","6,652","5,710","1,053"
Eastern,Bukedea,Kolir,"6,355","11,122","19,309","7,761","4,805","6,237","15,395","1,591","6,036","7,861","6,624","1,158"
Eastern,Bukedea,Malera,"9,213","15,880","27,236","10,700","6,627","8,429","21,242","2,406","8,255","10,757","9,321","1,797"
Eastern,Bukedea,District,"38,945","68,067","118,960","47,492","30,035","38,507","96,214","10,358","37,933","49,098","42,008","7,523"
Eastern,Bukwo,Bukwo,"1,641","2,776","4,807","1,801","1,259","1,611","4,084",318,"1,604","2,143","1,772",218
Eastern,Bukwo,Bukwo Town Council,"1,292","2,312","4,162","1,663","1,144","1,659","3,877",229,"1,525","2,081","1,691",148
Eastern,Bukwo,Chepkwasta,"1,787","3,045","5,137","1,996","1,220","1,661","3,939",244,"1,593","2,109","1,695",144
Eastern,Bukwo,Chesower,"1,246","2,153","3,850","1,481","1,070","1,336","3,245",247,"1,391","1,770","1,403",172
Eastern,Bukwo,Kabei,"1,226","2,127","3,647","1,435",899,"1,292","3,053",220,"1,225","1,634","1,361",149
Eastern,Bukwo,Kamet,"1,065","1,814","3,030","1,136",730,"1,026","2,481",177,949,"1,307","1,042",110
Eastern,Bukwo,Kaptererwo,"1,707","2,947","5,138","1,989","1,288","1,768","4,276",281,"1,644","2,259","1,822",192
Eastern,Bukwo,Kortek,"1,208","2,051","3,512","1,383",856,"1,129","2,669",166,"1,111","1,460","1,151",119
Eastern,Bukwo,Riwo,"1,575","2,618","4,424","1,762",997,"1,497","3,650",297,"1,371","1,828","1,519",206
Eastern,Bukwo,Senendet,"1,645","2,893","5,155","2,038","1,375","1,836","4,375",282,"1,836","2,352","1,844",190
Eastern,Bukwo,Suam,"2,007","3,473","5,953","2,392","1,431","2,229","5,455",318,"1,909","2,711","2,384",207
Eastern,Bukwo,Tulel,981,"1,681","2,963","1,147",778,"1,086","2,589",218,"1,065","1,391","1,108",154
Eastern,Bukwo,District,"17,380","29,890","51,778","20,223","13,047","18,130","43,693","2,997","17,223","23,045","18,792","2,009"
Eastern,Bulambuli,Buginyanya,831,"1,571","2,980","1,263",839,976,"2,809",372,"1,003","1,310","1,119",284
Eastern,Bulambuli,Bukhalu,"5,315","10,318","17,120","7,245","3,847","4,751","12,507","1,289","4,804","6,189","5,395",851
Eastern,Bulambuli,Bulaago,"1,384","2,590","4,996","2,079","1,522","2,066","5,084",537,"1,984","2,549","2,028",354
Eastern,Bulambuli,Bulambuli Town Council,490,859,"1,689",660,524,680,"1,754",152,662,883,819,99
Eastern,Bulambuli,Bulegeni,826,"1,511","2,814","1,108",849,893,"2,598",360,951,"1,216","1,022",234
Eastern,Bulambuli,Simu,771,"1,562","2,864","1,314",663,968,"2,697",354,873,"1,187","1,348",233
Eastern,Bulambuli,Buluganya,"2,090","4,545","8,272","3,728","2,149","2,023","5,713",653,"2,299","2,867","2,283",467
Eastern,Bulambuli,Bumasobo,"1,329","2,389","4,420","1,763","1,241","1,671","4,174",420,"1,565","2,111","1,696",311
Eastern,Bulambuli,Bumugibole,"1,086","1,853","3,447","1,343",986,"1,383","3,427",400,"1,356","1,763","1,420",270
Eastern,Bulambuli,Bunambutye,"1,560","2,556","4,463","1,616","1,166","1,615","4,331",496,"1,552","2,053","1,735",306
Eastern,Bulambuli,Bwikhonge,"1,541","2,575","4,389","1,647","1,098","1,477","3,816",356,"1,467","1,919","1,637",219
Eastern,Bulambuli,Nabbongo,"1,826","3,086","5,445","2,082","1,441","1,752","4,756",533,"1,788","2,311","1,952",359
Eastern,Bulambuli,Muyembe,"1,158","2,073","4,002","1,550","1,271","1,472","4,077",498,"1,523","1,960","1,697",332
Eastern,Bulambuli,Lusha,"1,225","2,176","4,170","1,655","1,320","2,228","5,101",600,"2,000","2,666","2,151",425
Eastern,Bulambuli,Masiira,"1,330","2,500","5,047","2,132","1,580","1,990","5,158",584,"2,007","2,639","2,133",378
Eastern,Bulambuli,Kamu,895,"1,697","3,492","1,435","1,123","1,365","3,451",232,"1,386","1,806","1,566",146
Eastern,Bulambuli,Namisuni,"1,096","2,159","4,508","1,936","1,484","1,875","4,886",491,"1,783","2,330","1,799",327
Eastern,Bulambuli,Sisiyi,"1,966","3,673","7,021","2,861","2,132","2,657","6,730",674,"2,671","3,497","2,872",442
Eastern,Bulambuli,Bulegeni Town Council,"1,551","3,129","6,573","2,709","2,344","2,283","5,514",341,"2,809","3,277","2,462",230
Eastern,Bulambuli,District,"28,270","52,822","97,712","40,126","27,579","34,125","88,583","9,342","34,483","44,533","37,134","6,267"
Eastern,Busia,Eastern Division,"5,694","9,635","16,800","6,132","4,782","8,707","17,687",474,"7,264","10,244","9,121",289
Eastern,Busia,Western Division,"3,946","6,736","11,869","4,379","3,434","6,104","12,710",369,"5,187","7,256","6,319",212
Eastern,Busia,Buhehe,"3,547","6,213","11,420","4,457","3,210","3,764","9,917","1,073","3,990","5,055","4,401",742
Eastern,Busia,Bulumbi,"2,678","4,748","8,820","3,578","2,441","3,020","7,599",724,"3,133","3,997","3,317",520
