Region,District,Sub-county,0-4,0-8,0-17,12-Jun,13-18,18-30,14-64,60+,15-24,15-29,15 -49,65+
Northern,Abim,Abim,2138,3949,7413,3048,2142,2665,6047,484,2692,3403,2722,346
Northern,Abim,Abim Town Council,2805,5236,9739,3935,2836,3885,8806,549,3660,4918,3900,389
Northern,Abim,Alerek,3159,6005,10554,4517,2778,3757,8325,547,3543,4654,3706,376
Northern,Abim,Lotukei,3779,7200,13389,5562,3846,5067,11409,671,4928,6448,5266,489
Northern,Abim,Morulem,4319,7777,13547,5415,3565,4543,10826,832,4434,5789,4841,554
Northern,Abim,Nyakwae,3031,5406,9104,3679,2278,3128,6971,477,2849,3833,3135,294
Northern,Abim,District,19231,35573,63746,26156,17445,23045,52384,3560,22106,29045,23570,2448
Northern,Adjumani,Adjumani Town Council,5252,9563,18865,7235,6316,8884,19786,1023,8453,11281,9165,648
Northern,Adjumani,Adropi,2172,3671,6651,2505,1836,2484,5846,306,2304,3186,2639,192
Northern,Adjumani,Arinyapi,2132,3711,6678,2563,1913,2656,6028,329,2530,3398,2712,223
Northern,Adjumani,Ciforo,2640,4593,8111,3105,2231,3009,7467,562,2885,3848,3204,333
Northern,Adjumani,Dzaipi,9353,15724,26243,9719,6224,7577,19183,1376,7124,9675,9378,828
Northern,Adjumani,Itirikwa,3714,6277,10517,3883,2562,3223,8032,455,3115,4225,3738,267
Northern,Adjumani,Ofua,2763,4747,8440,3122,2343,2890,6896,411,2916,3809,3210,278
Northern,Adjumani,Ukusijoni,2295,3946,6851,2569,1780,2233,5487,284,2188,2911,2487,166
Northern,Adjumani,Pacara,2926,5240,9885,3749,3061,3552,8748,548,3574,4721,3955,324
Northern,Adjumani,Pakele,10583,18173,31159,11896,7588,8658,22134,1676,8213,11172,10657,1064
Northern,Adjumani,District,43830,75645,133400,50346,35854,45166,109607,6970,43302,58226,51145,4323
Northern,Agago,Adilang,3862,6961,12219,4859,3244,3436,9571,937,3600,4613,4058,652
Northern,Agago,Agago Town Council,1245,2142,3549,1318,868,1144,2862,249,1067,1454,1294,161
Northern,Agago,Arum,2418,4123,7190,2712,1907,2141,5601,454,2203,2924,2566,307
Northern,Agago,Kalongo Town Council,1811,3297,5989,2358,1694,2535,5742,375,2276,3121,2630,260
Northern,Agago,Kotomol,2165,3931,7259,2958,2050,2462,6280,560,2492,3233,2796,382
Northern,Agago,Lamiyo,1632,2887,5069,2028,1315,1565,4045,371,1631,2084,1792,269
Northern,Agago,Lapono,4455,7975,13431,5281,3366,3925,10337,833,4006,5155,4577,585
Northern,Agago,Lira Palwo,3155,5659,9866,3839,2635,2731,7738,719,2972,3795,3386,532
Northern,Agago,Lokole,3210,5564,9451,3586,2477,2806,7363,603,2932,3752,3324,397
Northern,Agago,Omiya Pacwa,2395,4141,6942,2671,1704,2040,5525,388,2050,2689,2438,241
Northern,Agago,Omot,2640,4618,8000,3062,2118,2354,6372,600,2373,3093,2781,425
Northern,Agago,Paimol,3803,7010,12261,4889,3268,4100,10348,793,3945,5240,4539,535
Northern,Agago,Parabongo,2226,4064,6916,2703,1788,1971,5330,498,2048,2628,2345,342
Northern,Agago,Patongo,2101,3785,6601,2598,1740,1833,5251,495,2010,2513,2269,339
Northern,Agago,Patongo Town Council,1927,3564,6374,2592,1772,2445,5740,406,2265,3077,2637,301
Northern,Agago,Wol,4603,8148,13907,5379,3567,4426,11130,981,4416,5752,4951,685
Northern,Agago,District,43648,77869,135024,52833,35513,41914,109235,9262,42286,55123,48383,6413
Northern,Alebtong,Abako,4320,7664,13902,5455,3935,4923,12367,1095,4998,6484,5405,686
Northern,Alebtong,Abia,4263,7630,13469,5337,3680,4732,11625,1086,4606,6097,5146,769
Northern,Alebtong,Akura,3893,6970,13256,5261,3945,4528,11791,1140,4749,6094,5182,779
Northern,Alebtong,Alebtong Town Council,1092,1945,3605,1444,1056,1446,3420,290,1335,1804,1497,205
Northern,Alebtong,Aloi,5055,9235,17561,7190,5173,6116,15625,1562,6195,8037,6796,1025
Northern,Alebtong,Amugu,4961,8899,16158,6501,4517,5396,13592,1325,5422,7076,6005,912
Northern,Alebtong,Apala,3325,5978,11074,4401,3222,4114,10046,976,4104,5386,4487,692
Northern,Alebtong,Awei,4846,8814,16634,6731,4903,5750,14460,1276,5878,7652,6256,850
Northern,Alebtong,Omoro,8093,14089,25197,9881,6868,8246,21284,2053,8393,10849,9159,1374
Northern,Alebtong,District,39848,71224,130856,52201,37299,45251,114210,10803,45680,59479,49933,7292
Northern,Amolatar,Agikdak,1880,3408,6235,2550,1712,2300,5443,468,2253,2959,2398,327
Northern,Amolatar,Agwingiri,2557,4659,8483,3415,2361,3092,7723,574,3018,3983,3293,387
Northern,Amolatar,Akwon,1346,2445,4463,1836,1224,1577,3858,322,1613,2077,1695,194
Northern,Amolatar,Amolatar Town Council,1684,3046,5928,2463,1748,2436,5745,398,2386,3139,2624,280
Northern,Amolatar,Aputi,2585,4675,8657,3538,2383,2914,7438,659,2984,3877,3275,456
Northern,Amolatar,Arwotcek,2977,5346,9635,3898,2631,3372,8319,734,3371,4405,3613,515
Northern,Amolatar,Awelo,1987,3601,6623,2707,1795,2357,5783,518,2263,3013,2517,363
Northern,Amolatar,Etam,2490,4627,8629,3636,2388,2882,7205,609,2905,3795,3171,420
Northern,Amolatar,Muntu,2314,4205,7707,3214,2086,2660,6510,503,2697,3465,2853,351
Northern,Amolatar,Namasale,3440,6047,10709,4296,2873,4637,10628,734,4087,5548,4599,500
Northern,Amolatar,Namasale Town Council,1713,2943,4969,1941,1269,2632,5740,244,2057,2957,2446,148
Northern,Amolatar,District,24973,45002,82038,33494,22470,30859,74392,5763,29634,39218,32484,3941
Northern,Amudat,Amudat,4907,9259,16144,6981,3822,4929,11356,605,4445,6066,5203,368
Northern,Amudat,Amudat Town Council,1977,3690,6641,2832,1726,2752,6068,243,2360,3289,2725,138
Northern,Amudat,Karita,5810,10687,18150,7821,4222,6336,13854,941,5452,7458,5870,457
Northern,Amudat,Loroo,6174,12028,20364,9049,4316,4896,12343,814,4644,6326,5679,440
Northern,Amudat,District,18868,35664,61299,26683,14086,18913,43621,2603,16901,23139,19477,1403
Northern,Amuru,Amuru,8627,14876,25558,10129,6283,8296,19940,1348,7898,10381,8918,897
Northern,Amuru,Amuru Town Council,1919,3340,5727,2292,1339,1787,4274,288,1595,2213,1895,180
Northern,Amuru,Attiak,5797,10361,18478,7375,4962,7257,17015,1265,6759,8986,7686,911
Northern,Amuru,Lamogi,8032,14891,27373,11461,7488,9345,22466,1869,9191,11868,9952,1258
Northern,Amuru,Pabo,10620,18880,33017,13484,8253,10714,25438,1725,10144,13315,11543,1134
Northern,Amuru,District,34995,62348,110153,44741,28325,37399,89133,6495,35587,46763,39994,4380
Northern,Apac,Abongomola,5832,10404,19722,8002,5832,7202,16874,1833,7364,9466,7477,1492
Northern,Apac,Aduku,4617,8637,16435,6808,4832,6216,15002,1705,6154,8022,6515,1283
Northern,Apac,Aduku Town Council,1025,1864,3732,1503,1183,1835,4082,328,1668,2290,1931,257
Northern,Apac,Chawente,6015,10680,19384,7800,5287,7112,16959,1481,6831,9071,7342,1035
Northern,Apac,Inomo,4765,8611,16520,6647,4995,6263,14862,1845,6350,8166,6599,1584
Northern,Apac,Nambieso,8781,15651,28307,11411,7657,9895,23653,2039,9622,12741,10344,1380
Northern,Apac,Akokoro,7080,12693,22909,9451,6039,8954,21102,1993,7961,10990,9169,1586
Northern,Apac,Apac,8835,15658,29891,12039,8834,11202,26946,2392,11267,14687,11922,1709
Northern,Apac,Apac Town Council,1813,3270,6689,2653,2246,3544,7716,565,3206,4398,3623,450
Northern,Apac,Chegere,5855,10556,19908,8042,5865,7640,18205,1744,7700,9930,8105,1298
Northern,Apac,Ibuje,7011,12492,23023,9380,6319,8373,20084,1749,8117,10722,8731,1260
Northern,Apac,District,61629,110516,206520,83736,59089,78236,185485,17674,76240,100483,81758,13334
Northern,Arua,Arua Hill Division,2021,3788,8142,3110,3094,4394,9562,422,4209,5605,3785,267
Northern,Arua,River Oli Division,6875,12477,23884,9181,7827,11774,23555,931,10871,14611,9233,614
Northern,Arua,Adumi,5774,10033,17447,6701,4713,6332,15464,1314,5890,7954,5712,873
Northern,Arua,Aroi,3999,7215,13358,5136,4030,5295,12945,1078,5105,6794,4841,730
Northern,Arua,Ayivuni,4046,7092,12756,4863,3612,4597,11723,927,4434,5900,4402,622
Northern,Arua,Dadamu,6404,11678,22671,9020,7083,9490,21844,1633,9070,12102,8304,1155
Northern,Arua,Manibe,5011,8920,16133,6329,4502,5944,15252,1328,5641,7605,5541,896
Northern,Arua,Oluko,6061,10892,20664,7972,6358,9066,20805,1471,8373,11355,7905,1018
Northern,Arua,Pajulu,10169,17912,33224,12787,9808,14411,31857,1928,13115,17967,12262,1322
Northern,Arua,Anyiribu,1310,2313,4248,1638,1242,1678,4208,395,1591,2122,1560,268
Northern,Arua,Ewanga,1614,2831,4881,1888,1261,1798,4117,225,1607,2198,1741,139
Northern,Arua,Offaka,3416,5936,10491,4021,2906,3963,9949,982,3756,5054,3519,666
Northern,Arua,Ogoko,3088,5344,9649,3641,2857,4361,10355,759,3907,5240,4229,479
Northern,Arua,Okollo,2994,5251,9541,3664,2764,3651,9450,973,3557,4652,3487,658
Northern,Arua,Pawor,2077,3435,5602,2068,1354,2081,4846,370,1910,2540,1840,231
Northern,Arua,Rhino Camp,4072,7228,12983,5010,3655,5075,12536,946,4799,6338,4688,585
Northern,Arua,Rigbo,4689,8277,14461,5580,3899,5567,13387,946,5131,6902,5134,601
Northern,Arua,Uleppi,1571,2674,4800,1809,1335,1775,4568,447,1689,2261,1626,313
Northern,Arua,Aii-Vu,7163,12525,22390,8538,6167,8427,20932,1512,8066,10752,8040,1011
Northern,Arua,Bileafe,3766,6631,11930,4652,3262,4409,10976,917,4182,5595,4103,622
Northern,Arua,Katrini,5511,9849,17930,7144,5026,5988,16244,1484,6084,7894,5729,971
Northern,Arua,Omugo,7967,13828,24324,9384,6430,9036,22445,1592,8467,11381,8355,1024
Northern,Arua,Odupi,7050,12220,21541,8237,5899,8296,20168,1334,7869,10457,7825,851
Northern,Arua,Uriama,4367,7393,13045,4746,3667,5186,12424,670,4951,6546,4889,418
Northern,Arua,Ajia,4745,8259,14862,5690,4209,6094,14438,1105,5674,7568,5422,723
Northern,Arua,Arivu,4134,7219,12985,5060,3626,4936,12182,915,4755,6279,4450,558
Northern,Arua,Logiri,6980,12269,21326,8612,5401,7399,18428,1483,6810,9212,6973,991
Northern,Arua,Vurra,7102,12732,23927,9375,7149,9618,23217,2057,9261,12244,8682,1416
Northern,Arua,District,133976,236221,429195,165856,123136,170641,407877,30144,160774,215128,154277,20022
Northern,Dokolo,Adeknino,2875,5211,9572,3847,2679,3096,7916,699,3211,4150,3456,457
Northern,Dokolo,Adok,3157,5588,10377,4088,3011,3744,9035,724,3759,4926,3952,511
Northern,Dokolo,Agwata,3469,6349,12000,4882,3501,4275,10676,905,4258,5568,4699,615
Northern,Dokolo,Amwoma,2448,4387,8252,3344,2358,3015,7320,725,2962,3912,3280,518
Northern,Dokolo,Batta,3022,5522,10577,4271,3169,3647,9426,916,3769,4886,4038,634
Northern,Dokolo,Dokolo,2898,5103,9238,3638,2565,3157,7822,754,3137,4130,3411,517
Northern,Dokolo,Dokolo Town Council,3126,5653,10892,4388,3308,4486,10581,819,4357,5761,4784,583
Northern,Dokolo,Kangai,2834,5193,9941,4112,2860,3352,8504,713,3418,4468,3692,510
Northern,Dokolo,Kwera,2285,4108,7706,3118,2210,2620,6739,594,2626,3449,2923,369
Northern,Dokolo,Okwalongwen,2511,4496,8236,3282,2426,2889,7390,686,2954,3820,3215,467
Northern,Dokolo,Okwongodul,2242,4123,7853,3282,2238,2653,6710,654,2715,3544,2944,462
Northern,Dokolo,District,30867,55733,104644,42252,30325,36934,92119,8189,37166,48614,40394,5643
Northern,Gulu,Bar Dege Division,5183,9299,18133,7023,5926,9659,20682,915,8531,11787,9812,619
Northern,Gulu,Laroo Division,3587,6226,12003,4515,3959,8473,16045,728,7024,9732,7472,507
Northern,Gulu,Layibi Division,5246,9076,17499,6652,5748,10587,21294,1032,8962,12491,10067,716
Northern,Gulu,Pece Division,6592,11283,21798,7831,7559,13906,27040,1009,11922,16612,13195,655
Northern,Gulu,Awach,3521,6231,11295,4431,3076,3426,9096,870,3569,4587,3907,596
Northern,Gulu,Bungatira,5415,9772,18382,7400,5378,6951,16949,1576,6731,8803,7270,1079
Northern,Gulu,Paicho,4694,8150,14543,5642,3904,4570,11854,970,4586,5979,5217,672
Northern,Gulu,Palaro,2449,4363,7787,3145,2029,2453,6359,546,2425,3192,2777,365
Northern,Gulu,Patiko,3474,6125,11050,4373,3017,3488,8883,688,3626,4586,3972,458
Northern,Gulu,Unyama,2906,5211,9621,3789,2817,3535,8659,807,3496,4525,3770,561
Northern,Gulu,Bobi,5106,9002,16495,6570,4667,5977,14682,1284,5864,7650,6469,868
Northern,Gulu,Koro,4571,8245,15417,6147,4550,5783,14064,1204,5737,7430,6139,850
Northern,Gulu,Lakwana,3287,5918,10941,4368,3169,3700,9368,789,3770,4867,4109,546
Northern,Gulu,Lalogi,5406,9441,17239,6889,4753,5871,14798,1239,5858,7645,6471,869
Northern,Gulu,Odek,5574,9990,18228,7344,5071,6302,15698,1229,6232,8127,6878,818
Northern,Gulu,Ongako,3928,7025,12871,5112,3715,4810,11849,1166,4663,6107,5146,820
Northern,Gulu,District,70939,125357,233302,91231,69338,99491,227320,16052,92996,124120,102671,10999
Northern,Kaabong,Kaabong East,1338,2818,5329,2218,1654,2251,5108,309,2183,2840,2462,179
Northern,Kaabong,Kaabong Town Council,1660,2989,5819,2239,1883,2763,6527,414,2493,3414,2966,246
Northern,Kaabong,Kaabong West,2119,4145,7106,2877,2017,3093,7088,593,2747,3681,3372,339
Northern,Kaabong,Kalapata,3697,7370,13744,5826,3941,5612,12445,610,4954,6836,6268,357
Northern,Kaabong,Kamion,993,1899,3319,1371,883,1264,3232,238,1122,1542,1482,153
Northern,Kaabong,Kapedo,2654,4779,8068,3093,2151,3275,7549,631,2770,3878,3277,414
Northern,Kaabong,Kathile,3483,6565,11366,4683,3003,4818,10674,849,3922,5659,4984,533
Northern,Kaabong,Kawalakol,2991,5223,8531,3192,2043,2956,6849,398,2648,3684,3023,212
Northern,Kaabong,Lobalangit,1558,2718,4451,1686,1068,1570,3786,289,1487,2006,1682,167
Northern,Kaabong,Lodiko,1094,2088,3673,1451,1074,1512,3292,200,1419,1869,1683,108
Northern,Kaabong,Lolelia,1436,2641,4367,1701,1041,1726,3863,233,1498,2079,1828,164
Northern,Kaabong,Loyoro,569,1033,1929,748,568,825,1897,142,720,1010,807,78
Northern,Kaabong,Napore Karenga,2576,4752,8277,3258,2213,3178,7369,507,2846,3944,3256,331
Northern,Kaabong,Sidok,2075,3962,6869,2744,1852,3065,7057,542,2571,3657,3237,324
Northern,Kaabong,District,28243,52982,92848,37087,25391,37908,86736,5955,33380,46099,40327,3605
Northern,Kitgum,Central Division,4468,7852,14271,5381,4251,6123,14129,1106,5712,7695,6360,777
Northern,Kitgum,Pager Division,5888,10622,18971,7322,5533,7936,18465,1545,7389,9942,8231,1064
Northern,Kitgum,Labongo Akwang,5666,10093,18698,7242,5692,8278,18815,1434,7674,10318,8525,1010
Northern,Kitgum,Labongo Amida,1547,2716,4842,1874,1344,1631,4178,429,1638,2119,1812,303
Northern,Kitgum,Labongo Layamo,560,1003,1706,670,442,536,1358,148,512,697,618,106
Northern,Kitgum,Lagoro,2163,3881,6870,2736,1869,2220,5712,487,2235,2893,2449,323
Northern,Kitgum,Mucwini,3662,6786,12080,4955,3265,4191,10516,1159,4189,5371,4470,792
Northern,Kitgum,Namokora,2478,4574,8221,3274,2307,2679,7023,743,2734,3514,2945,479
Northern,Kitgum,Omiya Anyima,3844,6952,12419,4904,3418,3723,10188,1027,3940,5005,4511,736
Northern,Kitgum,Orom,5334,9630,16500,6548,4250,5147,13213,1251,5147,6751,5844,865
Northern,Kitgum,District,35610,64109,114578,44906,32371,42464,103597,9329,41170,54305,45765,6455
Northern,Koboko,Northern Divison,2905,5505,11095,4396,3763,4575,9924,339,4702,6056,4771,226
Northern,Koboko,Southern Division,465,830,1513,616,430,648,1411,102,583,783,594,61
Northern,Koboko,Western Division,5071,9039,16709,6484,5017,7290,15339,603,6729,9083,7334,378
Northern,Koboko,Abuku,2826,5033,8623,3435,2141,2923,6937,535,2762,3680,3121,378
Northern,Koboko,Dranya,2358,4163,7359,2933,1935,2591,6383,521,2456,3253,2876,347
Northern,Koboko,Kuluba,7832,13421,22625,8686,5782,9121,20790,1107,7926,10867,8991,644
Northern,Koboko,Lobule,6443,11658,20072,8097,5021,7011,16169,1021,6453,8677,7401,648
Northern,Koboko,Ludara,6446,10936,18419,6959,4525,6821,15574,1019,6189,8369,6757,667
Northern,Koboko,Midia,4028,7146,12450,4889,3278,4708,10677,743,4342,5871,4766,481
Northern,Koboko,District,38374,67731,118865,46495,31892,45688,103204,5990,42142,56639,46611,3830
Northern,Kole,Aboke,7925,14121,26014,10291,7487,9707,23363,2590,9615,12612,10418,2099
Northern,Kole,Akalo,4694,8592,16179,6416,4878,6156,14664,1425,6217,8063,6552,1134
Northern,Kole,Alito,7290,12668,22568,8782,6198,7766,18854,2046,7817,10146,8320,1648
Northern,Kole,Ayer,5849,10516,20058,8024,5988,7417,17735,2027,7578,9779,7981,1713
Northern,Kole,Bala,7952,14074,26016,10321,7372,9586,22653,2310,9584,12494,10044,1865
Northern,Kole,Kole Town Council,1463,2554,4752,1906,1409,1955,4445,561,1854,2450,2081,476
Northern,Kole,Okwerodot,6692,11574,20125,7741,5338,6972,16341,1803,6865,8986,7314,1460
Northern,Kole,District,41865,74099,135712,53481,38670,49559,118055,12762,49530,64530,52710,10395
Northern,Kotido,Kacheri,5559,10262,17518,7185,4487,6609,14722,1082,5769,8056,6882,707
Northern,Kotido,Kotido,6103,11259,19053,7704,4858,7041,15959,977,6131,8626,7578,636
Northern,Kotido,Kotido Town Council,2337,4100,7283,2808,2027,3258,7270,285,2767,3936,3545,203
Northern,Kotido,Nakapelimoru,4253,7685,12161,4732,2828,4810,10558,531,3957,5656,5103,304
Northern,Kotido,Panyangara,6347,11584,20814,8183,5882,8351,19362,1396,7575,10459,9397,910
Northern,Kotido,Rengen,6817,12497,21194,8721,5412,7529,16978,1127,6831,9412,8217,771
Northern,Kotido,District,31416,57387,98023,39333,25494,37598,84849,5398,33030,46145,40722,3531
Northern,Lamwo,Agoro,3760,6717,11032,4316,2580,3354,8456,944,3100,4179,3714,672
Northern,Lamwo,Lamwo Town Council,1373,2494,4556,1809,1288,1620,3953,385,1558,2057,1707,279
Northern,Lamwo,Palabek Gem,2791,4972,8720,3487,2230,2925,7384,745,2771,3729,3255,533
Northern,Lamwo,Madi Opei,2059,3827,6817,2813,1761,2108,5750,646,2076,2714,2507,466
Northern,Lamwo,Padibe West,2268,4178,7343,2975,1936,2288,6024,561,2332,3024,2757,392
Northern,Lamwo,Lokung,3196,5640,9698,3886,2407,3380,7973,693,3003,4113,3552,502
Northern,Lamwo,Padibe East,1692,3089,5422,2155,1440,1791,4487,428,1710,2290,1972,322
Northern,Lamwo,Palabek Kal,2472,4452,8202,3374,2234,2780,7192,743,2706,3594,3179,542
Northern,Lamwo,Palabek Ogili,1781,3110,5390,2110,1341,1903,4726,428,1757,2379,2070,287
Northern,Lamwo,Paloga,1646,3016,5373,2196,1413,1725,4391,456,1691,2210,1934,318
Northern,Lamwo,Padibe Town Council,1553,2908,5541,2277,1642,1941,4888,493,1971,2565,2201,377
Northern,Lamwo,District,24591,44403,78094,31398,20272,25815,65224,6522,24675,32854,28848,4690
Northern,Lira,Adyel Division,4036,6982,14245,5323,5073,9353,18832,680,7719,11169,9243,435
Northern,Lira,Central Division,3043,5179,10022,3677,3441,7393,14098,464,5662,8456,6925,315
Northern,Lira,Ojwina Division,5364,9137,17335,6283,5781,12590,23084,595,9793,14460,11542,386
Northern,Lira,Railway Division,844,1490,2728,1014,886,1837,3518,144,1415,2104,1634,100
Northern,Lira,Adekokwok,5927,10611,20560,8083,6511,9787,21638,1544,9078,12245,9821,1060
Northern,Lira,Agali,4429,7709,14113,5478,4022,5085,12673,1162,5069,6669,5547,779
Northern,Lira,Agweng,5216,9296,16472,6499,4542,5898,14304,1191,5756,7553,6407,813
Northern,Lira,Amach,5813,10547,19594,7919,5622,7367,17564,1536,7073,9441,7713,1062
Northern,Lira,Aromo,6109,10719,18804,7361,5041,6580,15907,1289,6351,8386,7065,883
Northern,Lira,Barr,7253,13062,24516,9681,7318,9073,22771,2161,9037,11883,9846,1511
Northern,Lira,Lira,5526,9904,18979,7554,5795,8513,18930,1264,7841,10669,8560,849
Northern,Lira,Ngetta,5264,9417,17715,7170,5233,7340,16835,1523,6981,9218,7455,978
Northern,Lira,Ogur,6473,11648,20619,8150,5739,7514,17986,1549,7380,9606,7971,1049
Northern,Lira,District,65297,115701,215702,84192,65004,98330,218140,15102,89155,121859,99729,10220
Northern,Maracha,Kijomoro,5308,9361,17258,6829,4734,5457,14876,1502,5551,7229,7065,1030
Northern,Maracha,Maracha Town Council,1744,3027,5286,2006,1408,1933,4731,308,1781,2406,2260,195
Northern,Maracha,Nyadri,3470,6102,10979,4340,2967,3613,9439,1006,3503,4669,4444,704
Northern,Maracha,Oleba,5970,10486,18239,7230,4680,6198,15754,1497,5824,7802,7173,1014
Northern,Maracha,Oluffe,4353,7612,13343,5252,3471,4552,11665,1116,4320,5783,5513,755
Northern,Maracha,Oluvu,5503,9569,16971,6484,4633,5572,14869,1289,5655,7359,6957,847
Northern,Maracha,Tara,3244,5632,9769,3780,2466,3260,8353,696,3147,4124,3908,451
Northern,Maracha,Yivu,4561,8164,14344,5717,3685,4971,12556,1179,4717,6300,5840,810
Northern,Maracha,District,34153,59953,106189,41638,28044,35556,92243,8593,34498,45672,43160,5806
Northern,Moyo,Aliba,3057,5780,10193,4177,2739,3481,7850,402,3347,4416,3467,245
Northern,Moyo,Gimara,2479,4380,7600,2941,1990,2600,6661,458,2462,3297,2952,275
Northern,Moyo,Itula,2249,3951,7235,2810,2076,2766,6993,411,2649,3582,2966,263
Northern,Moyo,Difule,1646,3088,6097,2549,1836,2341,5635,337,2354,3035,2428,212
Northern,Moyo,Laropi,1599,2867,5249,2045,1473,1842,5056,395,1787,2406,2147,254
Northern,Moyo,Lefori,2166,3875,7117,2828,2000,2336,6360,432,2375,3078,2778,257
Northern,Moyo,Metu,3583,7154,14662,6214,4747,6501,15725,1164,6142,8245,6551,780
Northern,Moyo,Moyo,3808,6983,12899,5049,3774,4770,12937,1135,4645,6186,5548,731
Northern,Moyo,Moyo Town Council,1414,2652,5336,2087,1812,2477,5890,371,2400,3186,2715,243
Northern,Moyo,District,22001,40730,76388,30700,22447,29114,73107,5105,28161,37431,31552,3260
Northern,Nakapiripirit,Loregae,4392,8137,13293,5365,3142,4448,10275,1267,3978,5545,4763,774
Northern,Nakapiripirit,Moruita,2291,4339,7992,3296,2303,3803,8370,492,3252,4537,3549,271
Northern,Nakapiripirit,Nakapiripirit Town Council,645,1131,1902,713,483,932,2032,181,734,1054,980,96
Northern,Nakapiripirit,Namalu,5286,9337,15213,5731,3783,5696,13281,1801,4911,6834,5972,1090
Northern,Nakapiripirit,Kakomongole,3080,5543,9415,3586,2487,3472,7897,1005,3162,4351,3595,650
Northern,Nakapiripirit,Lolachat,5808,11063,19312,7975,5082,6507,14460,1290,6153,8381,6702,824
Northern,Nakapiripirit,Lorengedwat,1351,2465,3959,1557,945,1308,3069,360,1232,1638,1440,250
Northern,Nakapiripirit,Nabilatuk,4846,9051,15866,6442,4111,4894,11662,1440,4711,6421,5495,969
Northern,Nakapiripirit,District,27699,51066,86952,34665,22336,31060,71046,7836,28133,38761,32496,4924
Northern,Napak,Iriiri,8060,14836,25198,10094,6274,8366,19996,2119,7644,10612,9555,1411
Northern,Napak,Lorengecora,2243,3917,6136,2343,1329,1972,4605,543,1645,2428,2127,366
Northern,Napak,Lotome,1942,3670,6286,2484,1640,2232,5373,832,2141,2861,2526,532
Northern,Napak,Matany,3837,6958,11720,4579,3041,4815,11230,1522,3999,5787,5241,983
Northern,Napak,Napak Town Council,985,1677,2694,1056,631,1039,2256,266,861,1227,1025,166
Northern,Napak,Ngoleriet,2946,5590,9594,3911,2461,3358,8124,1308,3013,4206,3759,806
Northern,Napak,Lokopo,4274,7663,12139,4669,2781,4232,9990,1287,3626,5213,4661,898
Northern,Napak,Lopeei,2529,4776,7837,3036,2064,2475,6314,854,2462,3285,2713,502
Northern,Napak,District,26816,49087,81604,32172,20221,28489,67888,8731,25391,35619,31607,5664
Northern,Nebbi,Alwi,3557,6012,10343,3854,2773,3756,8906,1003,3743,4798,4032,847
Northern,Nebbi,Pakwach,3963,6904,11883,4580,3054,4217,10348,988,3988,5308,4570,645
Northern,Nebbi,Pakwach Town Council,3623,6621,12419,4958,3729,5148,12124,1025,5099,6594,5603,704
Northern,Nebbi,Panyango,5569,9496,16417,6288,4169,5260,13178,1825,5307,6882,6068,1534
Northern,Nebbi,Panyimur,7824,13445,23075,8766,6212,9765,21807,1328,8590,11718,9649,790
Northern,Nebbi,Wadelai,4708,8046,13651,5129,3498,4710,11378,1280,4484,5891,5063,1006
Northern,Nebbi,Akworo,4782,8304,14664,5577,3980,4881,12124,1446,4816,6346,5481,1185
Northern,Nebbi,Atego,1958,3267,5752,2116,1548,1885,4812,544,1937,2470,2183,411
Northern,Nebbi,Erussi,6245,11227,20617,8379,5630,6392,16822,1732,6625,8481,7422,1234
Northern,Nebbi,Kucwiny,6070,10462,18212,7014,4757,6431,15809,1564,6346,8182,7031,1096
Northern,Nebbi,Ndhew,3947,6884,12265,4809,3244,4083,9885,1198,4065,5269,4574,970
Northern,Nebbi,Nebbi,4225,7445,13569,5262,3882,4799,12181,1528,4704,6101,5324,1178
Northern,Nebbi,Nebbi Town Council,5411,9761,18514,7152,5740,8005,18603,1690,7662,10116,8645,1283
Northern,Nebbi,Nyaravur,3573,6177,11172,4304,3132,3934,9958,1214,3927,5096,4517,967
Northern,Nebbi,Parombo,6286,11038,20117,7861,5713,6938,17123,2050,7044,9136,7756,1668
Northern,Nebbi,District,71741,125089,222670,86049,61061,80204,195058,20415,78337,102388,87918,15518
Northern,Nwoya,Alero,8209,14212,24564,9568,6236,7940,19860,1716,7762,10088,8557,1189
Northern,Nwoya,Anaka Payira,2176,3819,6605,2586,1675,2069,5297,526,1999,2666,2347,357
Northern,Nwoya,Koch-Goma,6921,11698,20546,7802,5464,7108,17355,1335,6793,9016,7670,896
Northern,Nwoya,Anaka Town Council,2404,4269,7612,3002,2048,2825,6659,588,2646,3521,2990,433
Northern,Nwoya,Purongo,5955,10217,17551,6692,4514,6430,15572,1164,5987,8014,6631,775
Northern,Nwoya,District,25665,44215,76878,29650,19937,26372,64743,5329,25187,33305,28195,3650
Northern,Otuke,Adwari,1834,3241,5863,2266,1668,1995,5133,489,2009,2663,2284,349
Northern,Otuke,Alango,2189,3847,6994,2717,1948,2506,6213,601,2412,3219,2726,410
Northern,Otuke,Ogor,2530,4446,8207,3165,2434,2805,7324,758,2891,3745,3127,506
Northern,Otuke,Ogwette,3092,5275,8876,3396,2242,3142,7451,661,2918,3891,3251,465
Northern,Otuke,Okwang,4188,7321,12776,4918,3370,4338,10818,937,4097,5531,4751,642
Northern,Otuke,Olilim,2471,4307,7791,3027,2199,2687,6830,719,2754,3525,2862,501
Northern,Otuke,Orum,1783,3170,5716,2194,1631,2008,5078,495,2000,2616,2182,329
Northern,Otuke,Otuke Town Council,1015,1858,3309,1277,962,1417,3260,290,1257,1757,1419,201
